空间 3
大 4
， 0
有点 0
像 0
MPV 0
。 0
2 0
、 0
驾驶 3
视线 3
好些 4
。 0

我 0
虽然 0
也 0
不 0
欣赏 0
AUDI 0
， 0
但 0
论 0
档次 3
， 0
A6 1
确实 0
是 0
与 5
BENZE 2
和 0
BMW5 2
在 0
同 4
一 4
水平 4
上 4
。 0

4 0
、 0
全液晶 0
数字 0
仪表盘 3
， 0
跟 5
威资 2
的 0
一样 4
， 0
感觉 0
很 0
不错 0
的 0
说 0
， 0
价值 0
500 0
元 0
； 0

但 0
就 0
常 0
用 0
零配件 0
整体 0
而言 0
， 0
凯越 1
的 0
费用 3
比 5
福美 2
来 2
和 0
伊兰特 2
略高 4
。 0

另外 0
值得 0
一 0
提 0
的 0
是 0
， 0
一汽 0
大众 0
生产 0
的 0
奥迪 2
价钱 0
最 0
高 0
的 0
也 0
有 0
60多万 0
的 0
， 0
而 0
宝来 1
是 0
相对 5
它 0
来说 0
也 0
是 0
低 4
一 0
个 0
档次 3
的 0
车 0
了 0
， 0
有 0
很多 0
朋友 0
说 0
它 0
的 0
价钱 0
高 0
， 0
这 0
也 0
难怪 0
， 0
不过 0
大众车 0
也就是 0
这个 0
价 0
， 0
在 0
国外 0
大众车 0
也 0
是 0
属于 0
高价 0
的 0
车 0
， 0
比 0
日 0
、 0
韩都 0
要 0
高 0
。 0

骏捷 1
和 0
F3 1
的 0
配置 3
远远 4
高于 4
A3 2
。 0

风挡 3
玻璃 3
比 5
三厢车 2
的 0
上下 0
长出 4
不少 4
， 0
驾驶 0
视野 0
很 0
好 0
； 0

另外 0
， 0
偶还 0
发现 0
现在 0
1 1
代 1
明显 0
比 5
2 2
代 2
买 4
的 4
好 4
， 0
最低价 0
9.38W 0
， 0
送 0
装饰 0
。 0

其实 0
也 0
没有 0
什么 0
可以 0
炫耀 0
的 0
， 0
内饰 3
还 5
不如 5
吉利 2
， 0
只好 0
不 0
让 0
别人 0
看 0
里边 0
。 0

看看 0
庆铃 1
V6 1
版 1
与 5
陆风 2
的 0
仪表 3
台 3
， 0
除 0
颜色区 0
， 0
没有 4
任何 4
区别 4
。 0

朗逸比 1
日本 2
车 2
要 4
好些 4
。 0

性价比 3
要 0
比 0
b5 2
等 2
车 2
强 4
多 4
了 0
。 0

= 0
= 0
= 0
我 0
看 0
爱丽舍 1
16V 1
比 5
新 2
捷达 2
要 4
强 4
的 4
多 4
！ 0
！ 0

新 1
一 1
代 1
悦 1
动 1
比 5
上 2
一 2
代 2
伊 2
兰特 2
有 4
了 4
长足 4
的 4
进步 4
。 0

在 0
美国 0
， 0
佳美 1
一直 0
有 0
中级 0
家庭 0
轿车 0
之 0
王 0
的 0
美誉 0
， 0
除了 0
动力性 0
稍逊 0
外 0
， 0
在 0
乘坐 3
舒适 3
， 0
车内 3
噪音 3
等 0
方面 0
都 0
超过 5
了 0
最大 0
的 0
竞争 0
对手 0
雅阁 2
。 0

帕萨特 1
与 5
世纪 2
星 2
根本 4
没有 4
可比性 4
！ 0
！ 0

一 0
、 0
宝来 1
价格 3
合适 0
， 0
在 0
和 0
速腾同 2
配置 0
的 0
情况 0
下 0
， 0
便宜 4
了 4
两万 4
呢 0
。 0

论 0
外观 3
， 0
抵 0
不 0
上 0
A4 2
， 0
A4 0
外观 0
更 4
漂亮 4
、 0
运动型 3
更 4
突出 4
， 0
配置 0
还全 0
， 0
性能 0
也 0
不错 0
。 0

奥迪 1
a 1
4 1
呢 0
就是 0
折中 0
一下 0
发动机 3
不如 5
宝马 2
质量 3
不如 0
奔驰 2
。 0

再说 0
， 0
捷达调 1
座椅 3
真够 0
费劲 0
， 0
还 0
不如 5
昌 2
河面包 2
！ 0

油耗 3
比 5
A5 2
要 4
高 4
。 0

207CC 1
的 0
身材 3
尺寸 3
（ 0
长 0
4037mm 0
、 0
轴距 0
2540mm 0
） 0
比 5
206 2
CC 2
要 4
大出 4
一 4
号 4
。 0

就是 0
和 0
汽油机 2
宝来 2
相比 5
价格 3
太 4
高 4
。 0

公司 0
刚 0
买 0
的 0
时候 0
， 0
我 0
有一次 0
机会 0
驾驶 0
了 0
一下 0
， 0
实际 0
驾驶 0
的 0
感受 3
， 0
跟 5
金杯 2
的 0
相差 4
不 4
大 4
， 0
依旧 0
是 0
视野 0
开阔 0
， 0
动力 0
强劲 0
。 0

就 0
目前 0
同 5
排量 2
的 2
车比 2
， 0
其 1
配置 3
是 0
低 4
的 4
可怜 4
。 0

也就是说 0
齐 1
瑞 1
性价比 3
比捷 0
达 2
强 4
几万 4
。 0

（ 0
还有 0
所谓 0
的 0
安全 3
性能 3
会 0
比 5
皇冠 2
更 4
高 4
一点 4
， 0
其实 0
安全 0
驾驶 0
最 0
重要 0
， 0
你 0
A6L 0
在 0
安全 0
跟 0
卡车 0
一 0
撞 0
， 0
A6L 0
还 0
不 0
是 0
照样 0
车 0
毁 0
人亡 0
） 0
皇冠 0
省 0
油 0
配置 0
高性 0
价高 0
。 0

4 0
、 0
安全 3
比 0
夏利 2
好些 4
， 0
据说 0
用 0
的 0
钢板 0
比 0
夏利 0
好 0
， 0
车 0
的 0
侧面 0
有 0
加强 0
钢板 0
。 0

开 0
起来 0
后 0
， 0
不用 0
刻意 0
去 0
校 0
方向 0
（ 0
雅 2
力士 2
需要 0
不停 0
地 0
校 0
方向 0
） 0
， 0
转向灯 3
使用 3
手感 3
比 5
雅 0
力士 0
略轻 0
， 0
说 0
不 0
上 0
好坏 0
； 0

不 0
是 0
前 0
几 0
年 0
了 0
， 0
途安 1
比 5
你 2
好 3
多 3
了 0
。 0

05 1
款 1
相比 5
04 2
款 2
， 0
最大 4
的 4
改变 4
在 0
车内 3
空间 3
方面 0
， 0
特别是 0
高度 0
， 0
基本 0
没有 0
了 0
04 0
款 0
的 0
压抑感 0
。 0

两 0
车 0
都 0
试 0
驾 0
过 0
， 0
325 2
动力 3
非凡 0
， 0
320 1
确实 0
差些 4
。 0

凯越 1
配置 3
也比 0
悦 2
动 2
高 4
些 4
。 0

老兄 0
， 0
帕撒特 1
是 0
比宝 2
来 2
大 4
， 0
可 0
银子 0
也 0
贵 0
很多 0
啊 0
， 0
再 0
说 0
也比宝 0
来 0
肉 0
。 0

外型 3
， 0
动力 3
， 0
内饰 3
， 0
油耗 3
， 0
车型 3
都 0
比 5
捷达 2
要 4
优秀 4
。 0

五 0
、 0
宝来 1
车 1
是 0
低价 2
车里 0
发动机 3
最 4
好 4
的 0
。 0

而且 0
我 0
觉得 0
它 0
的 0
提速 3
连 0
三 2
箱 2
夏历 2
都 5
不如 5
! 0

一汽 1
, 0
上汽 1
, 0
二汽 1
的 0
产品 3
质量 3
肯定 0
比 5
同 0
价位 0
甚至 0
略高 0
价位 0
的 0
的 0
韩国 2
货 2
要好 4
! 0

个人 0
感觉 0
内部 3
空间 3
中控 3
材质 3
座椅 0
都 0
完胜 5
科鲁兹 2
， 0
外形 0
也 0
比较 0
满意 0
， 0
试 0
驾 0
了 0
一下 0
音噪 0
控制 0
的 0
特别 0
好 0
， 0
操控 0
基本 0
满足 0
需要 0
。 0

个人 0
感觉 0
不 0
出 0
两 0
者 0
动力 0
上 0
的 0
差别 0
， 0
只是 0
加速 3
上 0
能 0
感觉 0
出来 0
比 0
2.0t 1
的 1
mtxjw 1
和 5
6 2
缸 2
的 2
325 2
差 0
一 0
块 0
平心而论 0
， 0
我 0
感觉 0
大多数 0
的 0
驾驶者 0
应该 0
对 0
318 0
和 0
320 0
没有 0
明显 0
感受 0
区别 0
， 0
甚至 0
一点 0
区别 0
感 0
没有 0
。 0

对于 0
捷达 1
， 0
我 0
承认 0
， 0
质量 3
肯定 0
不如 5
92年 2
的 2
第一 2
代 2
！ 0

功能 3
相比 5
同 2
价格 2
的 2
车子 2
也 0
要 4
好 4
！ 0

请 0
问 0
噪音 3
比 5
富康 2
还 4
大 4
吗 0
? 0

稍有 0
一 0
点 0
汽车 0
常识 0
的 0
人 0
都 0
知道 0
低 1
转速 1
高扭 1
距 1
的 1
发动机 1
不 0
可能 0
比 5
老式 2
的 2
高 2
转速 2
高扭 2
距 2
的 2
发动机 2
省 4
油 4
。 0

6 0
、 0
外观 3
和 0
内饰 3
： 0
新 1
宝来 1
外观 0
不如 5
朗逸 2
大气 4
， 0
内饰 0
也 0
不 5
够 5
时尚 4
。 0

要 0
知道 0
， 0
宝来 0
和 0
宝马 0
都 0
是 0
出自 0
德国 0
大众 0
， 0
德国人 0
是 0
公认 0
的 0
天生 0
造车 0
者 0
， 0
所以 0
这 0
两 0
车 0
具有 0
很多 0
共同点 0
， 0
比如 0
车身 0
的 0
硬朗 0
、 0
动力 0
强 0
、 0
经久 0
耐用 0
等 0
， 0
而 0
不同 0
的 0
也就是 0
配置 0
高低 0
的 0
问题 0
， 0
那么 0
换 0
句 0
话 0
来说 0
， 0
两 0
车 0
之比 0
要 0
看 0
什么样 0
的 0
车型 0
， 0
在 0
德国 0
宝来 0
和 0
宝马 0
的 0
3 0
系 0
产品 0
是 0
同 0
一 0
档次 0
的 0
车 0
， 0
在 0
2001年 0
销售量 3
都 0
胜于 4
宝马 2
3 2
系 0
车 0
， 0
当然 0
， 0
如果 0
跟 0
宝马 0
的 0
7 0
系 0
车 0
比 0
， 0
那 0
是 0
没法 0
比的 0
， 0
因为 0
它们 0
不 0
是 0
同 0
一 0
档次 0
的 0
车 0
， 0
就 0
宝马 0
745IL 0
的 0
价钱 0
就 0
是 0
五 0
、 0
六 0
台 0
的 0
宝来 0
价钱 0
了 0
。 0

东风 1
本田 1
新 1
CR-V2.0 1
经典 1
版 1
自动 0
档 0
车型 0
比 5
逍客 2
同 2
级别 2
车型 2
价格 3
高出 4
2.3万 4
元 4
。 0

04 1
款 1
新 1
中华 1
很 0
不错 0
比 5
第一 2
批 2
中华 2
强 4
了 4
很多 4
。 0

品悠 1
1.6 1
版 1
的 0
前 3
脸 3
比 5
帕萨特 2
好看 4
。 0

车 0
不够 0
结实 0
， 0
关门 0
时 0
的 0
声音 3
和 5
普通 0
十几万 2
的 2
车 2
差不多 4
， 0
和 0
奥迪 2
、 0
君威 2
和 0
没 4
得 4
比 4
的 0
。 0

骏捷 1
1.8MT 1
的 0
质量 3
比 5
以前 0
QQ 2
强 4
多 4
了 0
! 0

它的 0
安全 3
配置 3
较广丰 2
凯美瑞 2
， 0
广州 2
本田 2
高出 4
几 4
个 4
档次 4
。 0

后来 0
还是 0
觉得 0
普里马 1
好用 0
， 0
排量 0
稍大 0
， 0
虽然 0
尺寸 3
没有 5
凯越 2
大 0
但是 0
车内 0
空间 0
很大 0
， 0
比较 0
疙应 0
凯越 0
的 0
韩国 0
发动机 0
。 0

【 0
原 0
贴 0
】 0
新浪 0
网友 0
211.150.220.*2004-09-1913:22:45 0
花冠 1
的 0
噪音 3
和 0
减震 3
比 5
宝 2
来 2
强 4
， 0
花冠 0
比 0
广 2
本 2
新 2
雅阁 2
差 4
一点 4
， 0
马自达 1
6 1
比 0
马自达 2
323 2
强 0
， 0
马自达 0
6 0
与 0
宝来 0
噪音 0
、 0
减震 0
差不多 5
。 0

新 1
CR-V2.0 1
两 1
驱 1
都市 1
版 1
自动 1
挡 1
价格 3
比 5
逍客 2
同 2
级别 2
车型 2
价格 0
高出 4
2万 4
元 4
。 0

但 0
坐 0
进 0
车内 0
感觉 0
又 0
截然不同 0
， 0
似乎 0
不 0
是 0
一 0
个 0
年代 0
的 0
车型 0
， 0
福 1
美 1
来 1
显得 0
很 0
现代 0
、 0
很 0
舒适 0
， 0
色调 0
的 0
搭配 0
还 0
营造 0
出 0
一 0
种 0
家庭 0
的 0
温馨 0
， 0
与 5
菱帅 2
的 0
内饰 3
水准 0
明显 4
不 4
在 4
一 4
个 4
档次 4
上 4
。 0

丰田 0
新 0
发布 0
的 0
第13 1
代 1
皇冠 1
比 5
现款 2
好看 4
了 4
不少 4
。 0

而 0
风行 1
的 0
内饰 3
则 0
是 0
灰色 0
的 0
塑料 0
， 0
明显 0
比瑞风 2
低 4
一 4
个 4
档次 4
。 0

我 0
看 0
皇冠 1
的 1
GOA 1
车身 3
就 0
比 5
奥迪 2
专业 4
。 0

东风 1
雪铁龙 1
08 1
款 1
C2 1
车型 1
在 0
外形 3
设计 3
上 0
与 5
老款 2
车型 2
相比 0
没有 4
太 4
大 4
区别 4
。 0

做完 0
保养 0
我 0
就 0
发现 0
发动机 3
声音 3
比 5
平时 2
大 4
， 0
当时 0
就 0
问 0
修理工 0
了 0
。 0

内饰 3
配置 3
比 5
夏利 2
不是 4
一 4
个 4
档次 4
！ 0

优点 0
： 0
内部 0
空间 0
大 0
， 0
驾驶 3
和 0
乘坐 3
均 0
比 5
轿车 2
舒适 4
； 0

（ 0
不要 0
只 0
看到 0
德国 1
车 1
的 0
一 0
个 0
保险杠 3
是 5
日本 2
车 2
的 0
几 4
倍 4
， 0
德国 0
车 0
需要 0
换 0
保险杠 0
的 0
时候 0
， 0
换成 0
是 0
日本 0
车 0
可能 0
已经 0
报废 0
了 0
！ 0

隔音 3
动力 3
比 5
Lancer 2
、 0
海马 2
3 2
、 0
乐骋 2
、 0
飞度 2
都 4
好些 4
。 0

一样 0
的 0
东西 0
, 0
看看 0
后备 0
相 0
的 0
支撑 0
铰链 0
, 0
是 0
弹簧 0
的 0
, 0
宝来 0
是 0
液压 0
顶杆 0
的 0
, 0
日本 0
车 0
必须 0
便宜 0
, 0
【 0
原 0
贴 0
】 0
新浪 0
网友 0
218.84.107.*2004-10-09 0
18:39:05 0
阳光 1
比 5
花冠 2
性价比 3
高 4

5万 0
， 0
配置 3
在 0
国产 2
车里 0
是 0
最 4
高 4
的 0
， 0
奥迪 1
1 1
。 0

BMW 1
的 1
5 1
系 1
， 0
可以 0
把 0
它 0
看成 0
放大 0
的 0
3 2
系 2
， 0
所以 0
驾驭 3
感觉 0
不 5
如 5
3 0
系 0
好 4
。 0

劲锐 1
比 5
我 0
以前 0
的 0
小 2
吉利 2
强不不止 4
一百 4
倍 4
。 0

这 1
款 1
花冠 1
是 0
以 0
台湾 0
花冠 0
为 0
蓝本 0
， 0
改动 0
后 0
卖到 0
中国 0
， 0
我 0
去年 0
去 0
了 0
台湾 0
， 0
看 0
过 0
台湾 2
版 2
花冠 2
的 0
实 0
车 0
， 0
差 4
太 4
远 4
了 0
。 0

动力 0
方面 0
, 0
还 0
没 0
死 0
踩 0
油门 0
, 0
不 0
敢 0
哦 0
, 0
虽然 0
没 0
磨合期 0
， 0
但 0
还是 0
悠着点 0
， 0
过 0
了 0
二千 0
公里 0
再 0
试试 0
动力 0
吧 0
, 0
但 0
换挡 3
平顺性 3
, 0
还是 0
奔驰 1
C 1
级 1
的 0
好 4
, 0
应该 0
属于 0
挺 0
多 0
的 0
吧 0
, 0
也 0
没 5
跟上 5
奥迪 1
的 1
CVVT 1
变速箱 3
. 0
. 0
. 0

就算 0
用 0
奇瑞 1
跟 0
一汽 0
这个 0
品牌 3
相比较 0
不太 0
合理 0
， 0
但 0
从 0
品牌 0
上 0
讲 0
幸福 1
使者 1
绝对 0
是 0
应该 0
比 0
QQ 2
稍微 0
高上 4
那么 4
一点点 4
， 0
服务 0
上 0
其实 0
两 0
个 0
品牌 0
都 0
不怎么样 0
， 0
幸福 0
使者 0
目前 0
跟 0
夏利 2
都 0
是 0
相同 0
的 0
维修 0
站点 0
， 0
夏利 0
维修站 0
的 0
服务 0
态度 0
差 0
相信 0
大家 0
也 0
都 0
有所 0
耳闻 0
， 0
奇瑞 0
的 0
特约 3
维修站 3
态度 3
相对 5
夏利 0
还算好 4
一点 4
， 0
幸福 0
使者 0
的 0
优势 0
是 0
服务 0
网点 0
多 0
， 0
只要 0
是 0
能 0
修 0
夏利 0
的 0
地方 0
都 0
能 0
修 0
幸福 0
使者 0
， 0
全 0
国 0
特约 0
维修站 0
和 0
维修 0
中心 0
、 0
配件 0
库 0
加在一起 0
有 0
288 0
个 0
之多 0
， 0
基本上 0
能 0
平均 0
每 0
个 0
省 0
有 0
10 0
来 0
个 0
特约 0
维修站 0
， 0
奇瑞 0
的 0
维修 0
保养 0
可 0
就 0
没有 0
这么 0
方便 0
了 0
， 0
特约 0
维修站 0
数量 0
少 0
不说 0
， 0
大部分 0
还是 0
刚刚 0
建立 0
的 0
， 0
维修 0
水平 0
还 0
不 0
太 0
稳定 0
， 0
从这 0

另外 0
佳 1
美的 0
质量 0
优异 0
， 0
故障 3
旅 3
仅 0
次于 4
同 0
门 0
大哥 0
凌志 2
。 0

刹车 3
比较 0
好 0
, 0
我 0
开过 0
好几 0
款 1
车 1
刹车 0
比 0
皇冠 2
还 4
要 4
好 4
。 0

电子 1
油门 1
的 0
使用 0
较 5
传统 2
油门 2
更 4
省 4
油 4
， 0
并可 0
提高 0
驾驶 0
安全性 0
与 0
舒适性 0
。 0

鼓刹 2
是 0
很久以前 0
就 0
已经 0
采用 0
的 0
了 0
， 0
其 0
优点 0
就 0
是 0
价格 0
便宜 0
， 0
而 0
碟刹 1
比起 5
鼓刹 0
成本 3
要 4
高些 4
， 0
但是 0
在 0
刹车 0
效能 0
方面 0
得以 0
提高 0
， 0
现在 0
国际 0
高档 0
车型 0
都 0
全部 0
采用 0
四 0
轮 0
碟刹 0
。 0

我 0
对 0
plm 1
的 0
内部 3
空间 3
特别 0
看好 0
( 0
这 0
一 0
点 0
比 5
宝 2
来 2
好 0
） 0
， 0
关于 0
隔音 3
我 0
想 0
plm 0
与 5
宝来 0
同属 0
经济 0
型车 0
在 0
这 0
方面 0
不 4
可能 4
好 4
到 4
那 4
去 4
------------ 0
PLm三 0
排 0
座 0
空间 0
特别 0
看好 0
？ 0

不足 0
： 0
舒适性 0
太差 0
， 0
小 3
座椅 3
子 3
比 5
明仕 2
的 0
沙发 0
差远 4
了 0
； 0

本人 3
感觉 3
要 0
比 5
05 2
款 2
好 4
。 0

时速 0
120 0
以上 0
噪音 0
确实 0
不小 0
， 0
但 0
感觉 0
比 5
桑塔纳 2
2000 2
安静 4
。 0

在 0
零配件 0
及 0
维修 0
工时 0
方面 0
， 0
像 0
三滤 0
、 0
前后 0
大灯 0
、 0
点火 0
线圈 0
、 0
车门体 0
等 0
常用 0
零配件 0
方面 0
， 0
凯越 1
的 0
费用 3
明显 0
比 5
福美 2
来 2
和 0
伊兰特 2
高 4
。 0

毕竟 0
是 0
自家车 0
， 0
拉着 0
老婆 0
和 0
父母 0
， 0
又不能 0
出去 0
飚车 0
， 0
因此 0
觉得 0
动力 0
完全 0
够用 0
， 0
开 0
起来 0
算 0
很 0
舒服 0
了 0
， 0
如果 0
有钱 0
的话 0
325 0
等 0
大 0
排量 0
的 0
当然 0
很 0
好 0
， 0
但是 0
今天 0
开 0
了 0
新 1
318 1
感觉 0
